Total Population by sex (thousands),,,,,,,,,,,,,,,,,,
ISO 3166-1 numeric code,Location,Sex,Note,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020
180,            Democratic Republic of the Congo,Male,,   5 707,   6 398,   7 283,   8 362,   9 699,   11 164,   12 910,   14 695,   17 079,   20 574,   23 359,   27 222,   32 142,   38 020,   44 710
226,            Equatorial Guinea,Both sexes combined,,    226,    240,    255,    276,    304,    256,    250,    352,    419,    497,    606,    750,    944,   1 169,   1 403
226,            Equatorial Guinea,Female,,    115,    122,    130,    140,    153,    129,    126,    177,    211,    245,    292,    352,    430,    523,    623
226,            Equatorial Guinea,Male,,    111,    118,    125,    136,    151,    127,    124,    175,    208,    252,    314,    398,    513,    646,    780
266,            Gabon,Both sexes combined,,    473,    484,    501,    533,    589,    648,    726,    827,    949,   1 085,   1 228,   1 391,   1 624,   1 948,   2 226
266,            Gabon,Female,,    242,    248,    256,    274,    307,    335,    374,    424,    484,    550,    618,    695,    802,    956,   1 093
266,            Gabon,Male,,    231,    236,    245,    259,    283,    312,    352,    403,    466,    535,    610,    695,    822,    992,   1 133
678,            Sao Tome and Principe,Both sexes combined,,    60,    59,    64,    65,    75,    83,    96,    105,    119,    132,    142,    157,    180,    199,    219
678,            Sao Tome and Principe,Female,,    27,    26,    29,    31,    37,    42,    49,    53,    60,    67,    72,    80,    90,    100,    109
678,            Sao Tome and Principe,Male,,    33,    33,    36,    34,    37,    41,    47,    52,    59,    65,    70,    78,    90,    100,    110
913,         Southern Africa,Both sexes combined,,   15 533,   17 307,   19 411,   21 958,   24 975,   28 545,   32 440,   37 172,   42 046,   47 358,   51 444,   54 645,   58 383,   62 985,   67 504
913,         Southern Africa,Female,,   7 763,   8 698,   9 795,   11 102,   12 622,   14 414,   16 398,   18 775,   21 288,   24 046,   26 151,   27 774,   29 646,   31 962,   34 290
913,         Southern Africa,Male,,   7 770,   8 610,   9 616,   10 855,   12 354,   14 131,   16 042,   18 397,   20 758,   23 312,   25 293,   26 871,   28 737,   31 023,   33 214
72,            Botswana,Both sexes combined,,    413,    463,    503,    560,    628,    741,    898,   1 070,   1 287,   1 469,   1 643,   1 799,   1 987,   2 121,   2 352
72,            Botswana,Female,,    213,    238,    259,    288,    326,    385,    474,    560,    671,    763,    848,    924,   1 015,   1 100,   1 213
72,            Botswana,Male,,    200,    225,    244,    272,    302,    356,    424,    510,    615,    706,    795,    875,    972,   1 021,   1 139
748,            Eswatini,Both sexes combined,,    273,    303,    337,    374,    431,    500,    588,    699,    822,    927,   1 005,   1 031,   1 065,   1 104,   1 160
748,            Eswatini,Female,,    140,    156,    173,    192,    223,    261,    307,    368,    433,    485,    522,    541,    563,    572,    590
748,            Eswatini,Male,,    133,    147,    163,    182,    208,    238,    281,    332,    389,    442,    483,    489,    502,    532,    570
426,            Lesotho,Both sexes combined,,    705,    767,    837,    922,   1 029,   1 161,   1 340,   1 526,   1 704,   1 899,   2 033,   1 996,   1 996,   2 059,   2 142
426,            Lesotho,Female,,    390,    425,    466,    514,    572,    645,    735,    835,    926,    976,   1 056,   1 032,   1 026,   1 047,   1 085
426,            Lesotho,Male,,    315,    342,    371,    409,    457,    516,    605,    691,    778,    923,    977,    964,    970,   1 012,   1 057
516,            Namibia,Both sexes combined,,    514,    568,    634,    717,    817,    948,   1 058,   1 198,   1 433,   1 628,   1 795,   1 938,   2 119,   2 315,   2 541
516,            Namibia,Female,,    259,    288,    322,    365,    416,    484,    547,    624,    743,    843,    929,   1 003,   1 095,   1 194,   1 309
516,            Namibia,Male,,    255,    280,    312,    352,    401,    464,    511,    574,    690,    785,    865,    935,   1 024,   1 120,   1 232
710,            South Africa,Both sexes combined,,   13 628,   15 207,   17 100,   19 385,   22 070,   25 195,   28 557,   32 679,   36 801,   41 436,   44 968,   47 881,   51 217,   55 386,   59 309
710,            South Africa,Female,,   6 762,   7 590,   8 574,   9 743,   11 085,   12 640,   14 335,   16 389,   18 515,   20 980,   22 796,   24 273,   25 947,   28 049,   30 093
710,            South Africa,Male,,   6 867,   7 616,   8 526,   9 641,   10 985,   12 556,   14 222,   16 290,   18 286,   20 455,   22 172,   23 607,   25 270,   27 337,   29 216
914,         Western Africa,Both sexes combined,,   70 875,   77 108,   84 947,   94 607,   106 080,   120 242,   137 799,   157 891,   180 535,   205 692,   234 749,   267 895,   307 040,   351 718,   401 861
914,         Western Africa,Female,,   35 534,   38 657,   42 569,   47 371,   53 083,   60 122,   68 849,   78 946,   90 223,   102 700,   117 138,   133 553,   152 888,   174 911,   199 581
914,         Western Africa,Male,,   35 341,   38 452,   42 378,   47 237,   52 997,   60 120,   68 951,   78 946,   90 312,   102 991,   117 611,   134 342,   154 153,   176 806,   202 280
204,            Benin,Both sexes combined,,   2 255,   2 304,   2 432,   2 632,   2 912,   3 265,   3 717,   4 279,   4 978,   5 906,   6 866,   7 982,   9 199,   10 576,   12 123
204,            Benin,Female,,   1 204,   1 216,   1 275,   1 372,   1 512,   1 692,   1 922,   2 206,   2 555,   3 011,   3 483,   4 027,   4 630,   5 306,   6 069
204,            Benin,Male,,   1 051,   1 087,   1 157,   1 260,   1 400,   1 574,   1 795,   2 073,   2 424,   2 895,   3 383,   3 955,   4 569,   5 270,   6 054
854,            Burkina Faso,Both sexes combined,,   4 284,   4 517,   4 829,   5 175,   5 625,   6 155,   6 823,   7 728,   8 811,   10 090,   11 608,   13 422,   15 605,   18 111,   20 903
854,            Burkina Faso,Female,,   2 037,   2 187,   2 371,   2 574,   2 825,   3 116,   3 478,   3 952,   4 505,   5 147,   5 906,   6 800,   7 868,   9 092,   10 459
854,            Burkina Faso,Male,,   2 248,   2 330,   2 458,   2 600,   2 800,   3 039,   3 345,   3 776,   4 306,   4 943,   5 702,   6 622,   7 738,   9 019,   10 445
132,            Cabo Verde,Both sexes combined,,    178,    197,    202,    230,    269,    270,    284,    312,    338,    386,    428,    463,    493,    525,    556
132,            Cabo Verde,Female,,    94,    103,    107,    121,    141,    143,    153,    166,    178,    201,    222,    238,    247,    262,    277
132,            Cabo Verde,Male,,    84,    94,    95,    109,    128,    127,    131,    146,    160,    186,    206,    225,    246,    263,    279
384,            Côte d'Ivoire,Both sexes combined,,   2 630,   3 004,   3 504,   4 227,   5 102,   6 412,   8 034,   9 918,   11 925,   14 200,   16 455,   18 355,   20 533,   23 226,   26 378
384,            Côte d'Ivoire,Female,,   1 297,   1 471,   1 704,   2 040,   2 455,   3 067,   3 834,   4 735,   5 717,   6 831,   7 976,   8 975,   10 106,   11 479,   13 078
384,            Côte d'Ivoire,Male,,   1 333,   1 533,   1 799,   2 187,   2 647,   3 346,   4 199,   5 183,   6 208,   7 369,   8 479,   9 379,   10 427,   11 747,   13 300
270,            Gambia,Both sexes combined,,    305,    330,    365,    405,    464,    540,    637,    756,    956,   1 129,   1 318,   1 544,   1 793,   2 086,   2 417
270,            Gambia,Female,,    155,    168,    183,    201,    230,    268,    315,    374,    479,    564,    661,    777,    903,   1 051,   1 218
270,            Gambia,Male,,    149,    162,    182,    204,    234,    272,    322,    381,    477,    564,    656,    767,    890,   1 035,   1 199
288,            Ghana,Both sexes combined,,   5 036,   5 731,   6 635,   7 739,   8 735,   9 986,   11 056,   12 784,   14 773,   17 014,   19 279,   21 815,   24 780,   27 849,   31 073
288,            Ghana,Female,,   2 490,   2 826,   3 264,   3 802,   4 302,   4 922,   5 486,   6 357,   7 335,   8 433,   9 548,   10 795,   12 246,   13 744,   15 323
288,            Ghana,Male,,   2 546,   2 905,   3 371,   3 937,   4 433,   5 064,   5 570,   6 427,   7 438,   8 581,   9 731,   11 019,   12 533,   14 105,   15 750
324,            Guinea,Both sexes combined,,   3 013,   3 230,   3 494,   3 802,   4 155,   4 491,   4 871,   5 471,   6 352,   7 270,   8 241,   9 110,   10 192,   11 432,   13 133
324,            Guinea,Female,,   1 506,   1 625,   1 765,   1 925,   2 106,   2 303,   2 540,   2 868,   3 303,   3 786,   4 307,   4 766,   5 334,   5 957,   6 780
324,            Guinea,Male,,   1 507,   1 604,   1 729,   1 877,   2 049,   2 188,   2 332,   2 603,   3 049,   3 484,   3 934,   4 343,   4 858,   5 475,   6 353
624,            Guinea-Bissau,Both sexes combined,,    535,    576,    616,    650,    705,    766,    782,    872,    975,   1 089,   1 201,   1 345,   1 523,   1 737,   1 968
624,            Guinea-Bissau,Female,,    271,    292,    313,    330,    359,    390,    405,    451,    504,    562,    620,    696,    785,    891,   1 005
624,            Guinea-Bissau,Male,,    265,    284,    304,    320,    346,    376,    376,    421,    471,    527,    581,    649,    738,    846,    963
430,            Liberia,Both sexes combined,,    930,   1 011,   1 119,   1 245,   1 401,   1 600,   1 853,   2 146,   2 076,   2 045,   2 848,   3 218,   3 891,   4 472,   5 058
430,            Liberia,Female,,    446,    493,    553,    621,    702,    805,    932,   1 079,   1 044,   1 028,   1 428,   1 609,   1 943,   2 229,   2 515
430,            Liberia,Male,,    484,    518,    566,    624,    699,    796,    921,   1 066,   1 032,   1 017,   1 420,   1 609,   1 948,   2 244,   2 543
466,            Mali,Both sexes combined,,   4 708,   4 975,   5 264,   5 568,   5 949,   6 482,   7 090,   7 832,   8 450,   9 586,   10 946,   12 776,   15 049,   17 439,   20 251
466,            Mali,Female,,   2 299,   2 447,   2 603,   2 769,   2 971,   3 245,   3 559,   3 939,   4 279,   4 845,   5 518,   6 417,   7 532,   8 719,   10 106
466,            Mali,Male,,   2 409,   2 529,   2 661,   2 799,   2 978,   3 238,   3 531,   3 893,   4 171,   4 740,   5 428,   6 358,   7 517,   8 720,   10 145
478,            Mauritania,Both sexes combined,,    651,    738,    850,    986,   1 147,   1 331,   1 541,   1 780,   2 034,   2 314,   2 630,   3 024,   3 494,   4 046,   4 650
478,            Mauritania,Female,,    331,    374,    430,    497,    578,    670,    776,    896,   1 024,   1 167,   1 322,   1 516,   1 747,   2 019,   2 315
478,            Mauritania,Male,,    320,    364,    421,    489,    569,    660,    765,    884,   1 010,   1 146,   1 308,   1 508,   1 747,   2 028,   2 335
562,            Niger,Both sexes combined,,   2 560,   2 956,   3 389,   3 914,   4 511,   5 185,   5 989,   6 916,   8 027,   9 490,   11 332,   13 624,   16 464,   20 002,   24 207
562,            Niger,Female,,   1 404,   1 585,   1 792,   2 043,   2 328,   2 653,   3 044,   3 530,   4 102,   4 818,   5 718,   6 841,   8 237,   9 972,   12 036
562,            Niger,Male,,   1 155,   1 370,   1 596,   1 871,   2 183,   2 532,   2 945,   3 386,   3 925,   4 672,   5 613,   6 783,   8 227,   10 030,   12 170
566,            Nigeria,Both sexes combined,,   37 860,   41 086,   45 138,   50 128,   55 982,   63 374,   73 424,   83 563,   95 212,   107 948,   122 284,   138 865,   158 503,   181 137,   206 140
566,            Nigeria,Female,,   18 973,   20 588,   22 608,   25 085,   27 988,   31 640,   36 516,   41 570,   47 316,   53 603,   60 635,   68 744,   78 342,   89 417,   101 670
566,            Nigeria,Male,,   18 886,   20 498,   22 531,   25 043,   27 994,   31 734,   36 907,   41 993,   47 897,   54 345,   61 648,   70 121,   80 161,   91 721,   104 470
654,            Saint Helena,Both sexes combined,,    5,    5,    5,    5,    6,    6,    7,    7,    7,    6,    6,    5,    5,    6,    6
686,            Senegal,Both sexes combined,,   2 487,   2 808,   3 207,   3 683,   4 258,   4 930,   5 583,   6 471,   7 526,   8 690,   9 798,   11 090,   12 678,   14 578,   16 744
686,            Senegal,Female,,   1 273,   1 424,   1 614,   1 842,   2 114,   2 440,   2 787,   3 242,   3 780,   4 380,   4 984,   5 673,   6 506,   7 489,   8 573
686,            Senegal,Male,,   1 214,   1 384,   1 593,   1 841,   2 143,   2 489,   2 796,   3 229,   3 746,   4 311,   4 813,   5 417,   6 172,   7 089,   8 171
694,            Sierra Leone,Both sexes combined,,   2 041,   2 166,   2 318,   2 508,   2 745,   3 037,   3 388,   3 805,   4 320,   4 304,   4 585,   5 646,   6 416,   7 172,   7 977
694,            Sierra Leone,Female,,   1 041,   1 106,   1 183,   1 279,   1 398,   1 546,   1 722,   1 930,   2 187,   2 174,   2 311,   2 841,   3 223,   3 598,   3 996
694,            Sierra Leone,Male,,   1 000,   1 060,   1 135,   1 229,   1 347,   1 491,   1 667,   1 875,   2 133,   2 130,   2 274,   2 805,   3 193,   3 574,   3 981
768,            Togo,Both sexes combined,,   1 395,   1 474,   1 581,   1 709,   2 116,   2 410,   2 721,   3 253,   3 774,   4 226,   4 924,   5 612,   6 422,   7 323,   8 279
768,            Togo,Female,,    708,    748,    802,    866,   1 072,   1 220,   1 377,   1 645,   1 913,   2 147,   2 493,   2 835,   3 236,   3 685,   4 159
768,            Togo,Male,,    688,    726,    779,    842,   1 044,   1 190,   1 344,   1 608,   1 862,   2 080,   2 432,   2 777,   3 186,   3 639,   4 119
1833,      Northern Africa and Western Asia,Both sexes combined,,   100 239,   113 425,   129 302,   147 822,   168 730,   192 351,   220 224,   253 469,   288 060,   323 178,   355 882,   391 986,   435 367,   481 520,   525 869
1833,      Northern Africa and Western Asia,Female,,   49 929,   56 603,   64 525,   73 775,   84 168,   95 760,   109 285,   125 636,   142 402,   159 554,   175 940,   192 852,   212 640,   234 720,   255 690
1833,      Northern Africa and Western Asia,Male,,   50 310,   56 822,   64 776,   74 047,   84 562,   96 592,   110 939,   127 833,   145 659,   163 624,   179 942,   199 133,   222 727,   246 800,   270 179
912,         Northern Africa,Both sexes combined,,   48 788,   55 259,   63 223,   72 316,   82 539,   93 474,   106 773,   122 785,   139 745,   156 511,   171 323,   186 421,   202 940,   223 862,   246 233
912,         Northern Africa,Female,,   24 181,   27 420,   31 360,   35 925,   41 005,   46 420,   53 012,   61 015,   69 419,   77 713,   85 161,   92 719,   101 073,   111 418,   122 510
912,         Northern Africa,Male,,   24 607,   27 839,   31 863,   36 391,   41 534,   47 054,   53 761,   61 770,   70 326,   78 798,   86 162,   93 703,   101 867,   112 444,   123 723
12,            Algeria,Both sexes combined,,   8 872,   9 774,   11 058,   12 551,   14 465,   16 608,   19 222,   22 432,   25 759,   28 758,   31 042,   33 150,   35 977,   39 728,   43 851
12,            Algeria,Female,,   4 361,   4 853,   5 500,   6 254,   7 199,   8 252,   9 540,   11 115,   12 723,   14 194,   15 311,   16 384,   17 816,   19 664,   21 697
12,            Algeria,Male,,   4 512,   4 921,   5 558,   6 297,   7 266,   8 355,   9 682,   11 317,   13 036,   14 564,   15 731,   16 766,   18 161,   20 064,   22 154
818,            Egypt,Both sexes combined,,   20 452,   23 223,   26 633,   30 433,   34 514,   38 549,   43 309,   49 259,   56 134,   62 334,   68 832,   75 524,   82 761,   92 443,   102 334
818,            Egypt,Female,,   10 070,   11 414,   13 082,   14 947,   16 983,   19 013,   21 411,   24 480,   27 928,   30 945,   34 181,   37 426,   40 955,   45 725,   50 632
818,            Egypt,Male,,   10 382,   11 809,   13 551,   15 486,   17 531,   19 536,   21 898,   24 778,   28 207,   31 389,   34 650,   38 098,   41 806,   46 718,   51 703
434,            Libya,Both sexes combined,,   1 125,   1 245,   1 448,   1 733,   2 134,   2 645,   3 219,   3 874,   4 437,   4 949,   5 358,   5 799,   6 198,   6 418,   6 871
434,            Libya,Female,,    543,    608,    705,    842,   1 033,   1 270,   1 534,   1 814,   2 098,   2 357,   2 577,   2 809,   3 033,   3 170,   3 403
434,            Libya,Male,,    582,    638,    743,    891,   1 100,   1 375,   1 686,   2 060,   2 339,   2 592,   2 781,   2 990,   3 164,   3 248,   3 469
504,            Morocco,Both sexes combined,,   8 986,   10 503,   12 329,   14 230,   16 005,   17 796,   19 990,   22 499,   24 807,   26 994,   28 794,   30 456,   32 343,   34 664,   36 911
504,            Morocco,Female,,   4 517,   5 275,   6 186,   7 205,   8 090,   8 970,   10 048,   11 289,   12 432,   13 567,   14 525,   15 410,   16 397,   17 493,   18 594
504,            Morocco,Male,,   4 469,   5 228,   6 143,   7 025,   7 915,   8 826,   9 942,   11 211,   12 376,   13 427,   14 269,   15 045,   15 947,   17 171,   18 317
729,            Sudan,Both sexes combined,,   5 734,   6 549,   7 544,   8 770,   10 282,   12 144,   14 507,   17 210,   20 148,   24 095,   27 275,   30 950,   34 545,   38 903,   43 849
729,            Sudan,Female,,   2 869,   3 279,   3 776,   4 387,   5 139,   6 065,   7 240,   8 584,   10 044,   12 010,   13 598,   15 434,   17 313,   19 478,   21 942
729,            Sudan,Male,,   2 865,   3 271,   3 768,   4 383,   5 142,   6 079,   7 267,   8 626,   10 103,   12 085,   13 677,   15 515,   17 232,   19 425,   21 907
788,            Tunisia,Both sexes combined,,   3 605,   3 944,   4 178,   4 548,   5 064,   5 657,   6 374,   7 330,   8 243,   9 125,   9 708,   10 107,   10 635,   11 180,   11 819
788,            Tunisia,Female,,   1 815,   1 982,   2 096,   2 266,   2 526,   2 814,   3 170,   3 648,   4 091,   4 517,   4 819,   5 048,   5 332,   5 638,   5 958
788,            Tunisia,Male,,   1 791,   1 962,   2 082,   2 282,   2 538,   2 843,   3 204,   3 682,   4 152,   4 609,   4 889,   5 058,   5 303,   5 542,   5 861
732,            Western Sahara,Both sexes combined,,    14,    21,    33,    51,    77,    75,    151,    182,    217,    256,    314,    438,    480,    526,    597
732,            Western Sahara,Female,,    7,    10,    15,    23,    35,    35,    70,    86,    103,    123,    150,    207,    227,    250,    285
732,            Western Sahara,Male,,    7,    11,    18,    28,    42,    40,    81,    97,    114,    133,    164,    231,    253,    276,    312
922,         Western Asia,Both sexes combined,,   51 452,   58 166,   66 078,   75 505,   86 191,   98 877,   113 452,   130 684,   148 316,   166 667,   184 559,   205 564,   232 427,   257 658,   279 637
922,         Western Asia,Female,,   25 748,   29 183,   33 165,   37 849,   43 163,   49 340,   56 274,   64 621,   72 983,   81 841,   90 779,   100 133,   111 567,   123 302,   133 180
922,         Western Asia,Male,,   25 703,   28 983,   32 913,   37 656,   43 028,   49 538,   57 178,   66 062,   75 333,   84 826,   93 779,   105 431,   120 860,   134 356,   146 457
51,            Armenia,Both sexes combined,,   1 354,   1 564,   1 874,   2 211,   2 525,   2 833,   3 100,   3 336,   3 538,   3 217,   3 070,   2 981,   2 877,   2 926,   2 963
51,            Armenia,Female,,    711,    816,    971,   1 137,   1 293,   1 452,   1 591,   1 708,   1 823,   1 693,   1 629,   1 579,   1 531,   1 550,   1 569
51,            Armenia,Male,,    642,    747,    903,   1 074,   1 232,   1 381,   1 509,   1 628,   1 715,   1 524,   1 441,   1 402,   1 346,   1 375,   1 394
31,            Azerbaijan,Both sexes combined,4,   2 928,   3 329,   3 895,   4 593,   5 180,   5 674,   6 151,   6 666,   7 243,   7 775,   8 123,   8 539,   9 032,   9 623,   10 139
31,            Azerbaijan,Female,4,   1 556,   1 754,   2 032,   2 374,   2 660,   2 902,   3 134,   3 398,   3 701,   3 978,   4 151,   4 332,   4 557,   4 834,   5 075
31,            Azerbaijan,Male,4,   1 372,   1 575,   1 863,   2 219,   2 520,   2 772,   3 016,   3 268,   3 541,   3 797,   3 971,   4 207,   4 475,   4 789,   5 065
48,            Bahrain,Both sexes combined,,    116,    134,    162,    187,    213,    267,    360,    419,    496,    564,    665,    889,   1 241,   1 372,   1 702
48,            Bahrain,Female,,    53,    62,    75,    85,    98,    118,    150,    180,    210,    239,    283,    355,    467,    525,    601
48,            Bahrain,Male,,    62,    71,    87,    103,    115,    149,    210,    240,    286,    325,    381,    534,    774,    847,   1 100
196,            Cyprus,Both sexes combined,5,    494,    530,    573,    581,    614,    650,    685,    704,    767,    855,    943,   1 028,   1 113,   1 161,   1 207
196,            Cyprus,Female,5,    250,    270,    291,    296,    310,    325,    340,    348,    378,    424,    468,    507,    557,    580,    604
196,            Cyprus,Male,5,    244,    260,    282,    285,    303,    324,    345,    355,    389,    432,    475,    520,    556,    581,    604
268,            Georgia,Both sexes combined,6,   3 527,   3 713,   4 008,   4 372,   4 713,   4 874,   5 018,   5 211,   5 410,   4 976,   4 362,   4 210,   4 099,   4 024,   3 989
268,            Georgia,Female,6,   1 898,   1 992,   2 141,   2 323,   2 495,   2 582,   2 661,   2 750,   2 838,   2 621,   2 290,   2 203,   2 146,   2 102,   2 088
268,            Georgia,Male,6,   1 629,   1 721,   1 867,   2 048,   2 219,   2 292,   2 357,   2 462,   2 572,   2 355,   2 072,   2 007,   1 953,   1 922,   1 901
368,            Iraq,Both sexes combined,,   5 719,   6 503,   7 290,   8 376,   9 918,   11 685,   13 653,   15 556,   17 419,   20 149,   23 498,   26 922,   29 742,   35 572,   40 223
368,            Iraq,Female,,   2 867,   3 252,   3 623,   4 136,   4 873,   5 724,   6 681,   7 691,   8 634,   9 990,   11 645,   13 323,   14 720,   17 589,   19 865
368,            Iraq,Male,,   2 852,   3 251,   3 667,   4 240,   5 045,   5 961,   6 972,   7 865,   8 785,   10 160,   11 852,   13 600,   15 022,   17 984,   20 358
376,            Israel,Both sexes combined,,   1 258,   1 692,   2 060,   2 490,   2 814,   3 297,   3 701,   4 035,   4 448,   5 271,   5 946,   6 529,   7 346,   7 978,   8 656
376,            Israel,Female,,    611,    832,   1 015,   1 232,   1 394,   1 644,   1 853,   2 018,   2 228,   2 668,   3 016,   3 309,   3 718,   4 022,   4 347
376,            Israel,Male,,    647,    860,   1 045,   1 258,   1 420,   1 653,   1 848,   2 017,   2 220,   2 603,   2 930,   3 221,   3 628,   3 956,   4 308
400,            Jordan,Both sexes combined,,    481,    683,    933,   1 174,   1 721,   2 066,   2 378,   2 900,   3 566,   4 589,   5 122,   5 766,   7 262,   9 267,   10 203
400,            Jordan,Female,,    232,    327,    445,    562,    829,    998,   1 135,   1 373,   1 698,   2 189,   2 467,   2 791,   3 558,   4 573,   5 037
400,            Jordan,Male,,    250,    356,    488,    612,    893,   1 068,   1 243,   1 527,   1 868,   2 400,   2 655,   2 975,   3 704,   4 693,   5 166
414,            Kuwait,Both sexes combined,,    153,    182,    269,    472,    744,   1 022,   1 369,   1 735,   2 095,   1 606,   2 045,   2 270,   2 992,   3 836,   4 271
414,            Kuwait,Female,,    62,    70,    96,    181,    324,    466,    586,    755,    905,    673,    850,    930,   1 262,   1 580,   1 656
414,            Kuwait,Male,,    91,    112,    173,    291,    420,    556,    783,    981,   1 191,    933,   1 195,   1 340,   1 730,   2 256,   2 614
422,            Lebanon,Both sexes combined,,   1 335,   1 532,   1 805,   2 092,   2 297,   2 576,   2 589,   2 652,   2 803,   3 528,   3 843,   4 699,   4 953,   6 533,   6 825
422,            Lebanon,Female,,    663,    762,    897,   1 038,   1 137,   1 275,   1 307,   1 342,   1 420,   1 774,   1 928,   2 308,   2 437,   3 245,   3 390
422,            Lebanon,Male,,    672,    771,    908,   1 054,   1 160,   1 300,   1 282,   1 310,   1 383,   1 754,   1 915,   2 391,   2 516,   3 288,   3 436
512,            Oman,Both sexes combined,,    456,    496,    552,    625,    724,    882,   1 154,   1 498,   1 812,   2 204,   2 268,   2 511,   3 041,   4 267,   5 107
512,            Oman,Female,,    225,    248,    278,    318,    368,    437,    546,    689,    803,    897,    995,   1 091,   1 207,   1 484,   1 736
512,            Oman,Male,,    232,    248,    273,    307,    356,    445,    608,    810,   1 009,   1 307,   1 273,   1 420,   1 835,   2 783,   3 370
634,            Qatar,Both sexes combined,,    25,    36,    47,    74,    110,    164,    224,    371,    476,    513,    592,    865,   1 856,   2 566,   2 881
634,            Qatar,Female,,    12,    16,    21,    29,    40,    55,    83,    123,    157,    175,    206,    281,    437,    615,    716
634,            Qatar,Male,,    13,    20,    27,    45,    70,    109,    141,    248,    319,    338,    386,    585,   1 419,   1 950,   2 165
682,            Saudi Arabia,Both sexes combined,,   3 121,   3 558,   4 087,   4 844,   5 836,   7 419,   9 691,   13 119,   16 234,   18 639,   20 664,   23 816,   27 421,   31 718,   34 814
682,            Saudi Arabia,Female,,   1 537,   1 764,   2 034,   2 399,   2 865,   3 561,   4 498,   5 919,   7 147,   8 303,   9 415,   10 555,   11 994,   13 677,   14 683
682,            Saudi Arabia,Male,,   1 584,   1 795,   2 052,   2 444,   2 972,   3 858,   5 194,   7 200,   9 087,   10 336,   11 248,   13 261,   15 427,   18 041,   20 131
275,            State of Palestine,Both sexes combined,7,    932,    988,   1 069,   1 191,   1 127,   1 324,   1 511,   1 760,   2 101,   2 619,   3 224,   3 578,   4 056,   4 529,   5 101
275,            State of Palestine,Female,7,    448,    481,    524,    587,    557,    655,    746,    868,   1 036,   1 290,   1 587,   1 761,   1 998,   2 231,   2 514
275,            State of Palestine,Male,7,    483,    507,    545,    604,    570,    669,    764,    891,   1 065,   1 329,   1 637,   1 817,   2 058,   2 298,   2 587
760,            Syrian Arab Republic,Both sexes combined,,   3 413,   3 911,   4 574,   5 373,   6 351,   7 536,   8 931,   10 649,   12 446,   14 345,   16 411,   18 361,   21 363,   17 997,   17 501
760,            Syrian Arab Republic,Female,,   1 636,   1 897,   2 236,   2 641,   3 133,   3 724,   4 423,   5 269,   6 154,   7 090,   8 109,   8 993,   10 577,   8 931,   8 741
760,            Syrian Arab Republic,Male,,   1 777,   2 014,   2 338,   2 732,   3 218,   3 812,   4 508,   5 380,   6 292,   7 256,   8 302,   9 368,   10 785,   9 066,   8 760
792,            Turkey,Both sexes combined,,   21 408,   24 271,   27 472,   30 973,   34 876,   39 277,   43 976,   49 134,   53 922,   58 486,   63 240,   67 903,   72 327,   78 529,   84 339
792,            Turkey,Female,,   10 644,   12 130,   13 780,   15 570,   17 552,   19 762,   22 161,   24 838,   27 291,   29 650,   32 096,   34 484,   36 763,   39 879,   42 703
792,            Turkey,Male,,   10 765,   12 141,   13 693,   15 403,   17 324,   19 515,   21 815,   24 296,   26 630,   28 836,   31 144,   33 420,   35 564,   38 650,   41 636
784,            United Arab Emirates,Both sexes combined,,    70,    80,    92,    150,    235,    548,   1 020,   1 366,   1 828,   2 415,   3 134,   4 588,   8 550,   9 263,   9 890
784,            United Arab Emirates,Female,,    34,    40,    46,    62,    86,    168,    310,    478,    630,    812,   1 017,   1 359,   2 154,   2 742,   3 054
784,            United Arab Emirates,Male,,    35,    40,    46,    88,    149,    381,    709,    888,   1 198,   1 604,   2 117,   3 229,   6 396,   6 521,   6 836
887,            Yemen,Both sexes combined,,   4 661,   4 966,   5 315,   5 728,   6 193,   6 785,   7 942,   9 572,   11 710,   14 913,   17 409,   20 107,   23 155,   26 498,   29 826
887,            Yemen,Female,,   2 308,   2 471,   2 658,   2 878,   3 149,   3 493,   4 069,   4 875,   5 928,   7 376,   8 626,   9 973,   11 483,   13 142,   14 801
887,            Yemen,Male,,   2 354,   2 495,   2 657,   2 849,   3 044,   3 292,   3 873,   4 698,   5 782,   7 537,   8 783,   10 134,   11 672,   13 356,   15 025
921,      Central and Southern Asia,Both sexes combined,,   510 788,   558 666,   619 068,   691 687,   775 437,   870 180,   980 359,  1 105 791,  1 239 984,  1 376 200,  1 511 915,  1 647 074,  1 775 361,  1 896 327,  2 014 709
921,      Central and Southern Asia,Female,,   247 548,   270 554,   299 513,   334 461,   374 892,   420 698,   474 071,   534 671,   599 453,   664 718,   730 389,   795 644,   858 898,   918 830,   977 111
921,      Central and Southern Asia,Male,,   263 240,   288 112,   319 554,   357 226,   400 545,   449 482,   506 288,   571 121,   640 532,   711 481,   781 527,   851 430,   916 462,   977 497,  1 037 598
5500,         Central Asia,Both sexes combined,,   17 450,   20 273,   24 321,   28 909,   33 212,   37 115,   41 088,   45 502,   50 123,   53 169,   55 346,   58 450,   62 805,   68 480,   74 339
5500,         Central Asia,Female,,   9 048,   10 528,   12 616,   14 951,   17 125,   19 060,   21 045,   23 228,   25 506,   26 963,   28 082,   29 632,   31 787,   34 611,   37 527
5500,         Central Asia,Male,,   8 402,   9 745,   11 705,   13 958,   16 086,   18 056,   20 044,   22 274,   24 617,   26 207,   27 264,   28 817,   31 018,   33 869,   36 812
